,sentence_id,word_id,lemma,transliteration,dependency,head,English
311,78.0,4.0,sig,sig₉-ga,nsubj,6.0,To collect firewood is a job for the strong man. The weak man sits waiting for him on dry land.
312,78.0,5.0,barim,bar-rim₄-ma,obl,6.0,To collect firewood is a job for the strong man. The weak man sits waiting for him on dry land.
313,78.0,6.0,tuš,mu-un-na-tuš,root,6.0,To collect firewood is a job for the strong man. The weak man sits waiting for him on dry land.
314,80.0,1.0,gir,gir,nsubj,5.0,"A gir fish of the sea, whose head is wider than its body."
315,80.0,2.0,ab,ab-ba,acl,1.0,"A gir fish of the sea, whose head is wider than its body."
316,80.0,3.0,saŋ,saŋ,acl:relcl,1.0,"A gir fish of the sea, whose head is wider than its body."
317,80.0,4.0,ni,ni₂-ba,poss,3.0,"A gir fish of the sea, whose head is wider than its body."
318,80.0,5.0,sal,sal-sal,root,5.0,"A gir fish of the sea, whose head is wider than its body."
319,81.0,1.0,lugal,lugal,nsubj,6.0,The lord and lady of the house touch the figurine.
320,81.0,2.0,e,e₂-e,pobj,1.0,The lord and lady of the house touch the figurine.
321,81.0,3.0,u,u₃,cc,1.0,The lord and lady of the house touch the figurine.
322,81.0,4.0,nin,nin,conj,1.0,The lord and lady of the house touch the figurine.
323,81.0,5.0,e,e₂-e-ke₄,pobj,4.0,The lord and lady of the house touch the figurine.
324,81.0,6.0,zana,{ŋeš}za-na,obj,6.0,The lord and lady of the house touch the figurine.
325,81.0,7.0,tag,mi-ni-ib-tag-ge-ne,root,7.0,The lord and lady of the house touch the figurine.
326,82.0,1.0,lu,lu₂,nsubj,6.0,A man who didn't tie up his leather sack made his friend angry.
327,82.0,2.0,aŋala,{kuš}a₂-ŋa₂-la₂-ni,obj,3.0,A man who didn't tie up his leather sack made his friend angry.
328,82.0,3.0,kešed,nu-keše₂-da,advcl:relcl,1.0,A man who didn't tie up his leather sack made his friend angry.
329,82.0,4.0,guli,gu₅-li-ni-da,poss,5.0,A man who didn't tie up his leather sack made his friend angry.
330,82.0,5.0,šag,šag₄,obj,6.0,A man who didn't tie up his leather sack made his friend angry.
331,82.0,6.0,dab,bi₂-in-dab₅,root,6.0,A man who didn't tie up his leather sack made his friend angry.
332,83.0,1.0,lu,lu₂,pobj,5.0,Even a millstone will float in the river for a righteous man.
333,83.0,2.0,si,si,compound:prt,3.0,Even a millstone will float in the river for a righteous man.
334,83.0,3.0,sa,sa₂-ra,nmod,1.0,Even a millstone will float in the river for a righteous man.
335,83.0,4.0,kinkinšu,{na₄}kinkin,nsubj,5.0,Even a millstone will float in the river for a righteous man.
336,83.0,5.0,id,id₂-da,obl,5.0,Even a millstone will float in the river for a righteous man.
337,83.0,6.0,dirig,mu-na-ab-dirig-dirig,root,6.0,Even a millstone will float in the river for a righteous man.
338,84.0,1.0,lugal,lugal-e,nsubj,3.0,"May the master sleep at your side, and may the mistress slap your face."
339,84.0,2.0,dag,da,obl,3.0,"May the master sleep at your side, and may the mistress slap your face."
340,84.0,3.0,nud,ha-ra-nu₂,root,3.0,"May the master sleep at your side, and may the mistress slap your face."
341,84.0,4.0,u,u₃,cc,3.0,"May the master sleep at your side, and may the mistress slap your face."
342,84.0,5.0,nin,nin-e,nsubj,7.0,"May the master sleep at your side, and may the mistress slap your face."
343,84.0,6.0,mušme,muš₃-me-zu,obj,7.0,"May the master sleep at your side, and may the mistress slap your face."
344,84.0,7.0,rah,he₂-eb-ra,root,3.0,"May the master sleep at your side, and may the mistress slap your face."
345,85.0,1.0,luzuha,lu₂-zuh-a,nsubj,2.0,"When a burglar makes a hole, he makes it narrow."
346,85.0,2.0,burud,buru₃-buru₃-da,root,2.0,"When a burglar makes a hole, he makes it narrow."
347,85.0,3.0,sal,i₃-in-sal-e,advmod,2.0,"When a burglar makes a hole, he makes it narrow."
348,86.0,1.0,aʾil,a₂-il₂,nsubj:pass,5.0,Even the strongest labourer gets beaten by the owner of the barley.
349,86.0,2.0,kalag,kalag-ga,amod,1.0,Even the strongest labourer gets beaten by the owner of the barley.
350,86.0,3.0,lugal,lugal,obl,5.0,Even the strongest labourer gets beaten by the owner of the barley.
351,86.0,4.0,še,še-ke₄,nmod,3.0,Even the strongest labourer gets beaten by the owner of the barley.
352,86.0,5.0,rah,bi₂-ib-ra-ra-e-še,root,5.0,Even the strongest labourer gets beaten by the owner of the barley.
353,87.0,1.0,kudkudra,kud-ku₅-ra₂,nsubj,1.0,"A lame man spoke: ""Oh feet of mine, walk!"""
354,87.0,2.0,dug,na-ab-be₂-a,ccomp,2.0,"A lame man spoke: ""Oh feet of mine, walk!"""
355,87.0,3.0,ŋiri,ŋiri₃-ŋu₁₀,obj,4.0,"A lame man spoke: ""Oh feet of mine, walk!"""
356,87.0,4.0,ŋen,ŋen-na-ab-ze₂-en-e-še,root,4.0,"A lame man spoke: ""Oh feet of mine, walk!"""
357,88.0,1.0,e,e₂,compound:prt,3.0,Let the house of debts go up with the smoke.
358,88.0,2.0,urra,ur₅-ra,nsubj,3.0,Let the house of debts go up with the smoke.
359,88.0,3.0,ibi,i-bi₂,pobj,3.0,Let the house of debts go up with the smoke.
360,88.0,4.0,ed,he₂-em-ed₃-de₃,root,4.0,Let the house of debts go up with the smoke.
361,89.0,1.0,lu₂.IM,lu₂-IM,nsubj,3.0,The dishonest man stole silver; the honest man will earn his pay.
362,89.0,2.0,kug,kug,obj,3.0,The dishonest man stole silver; the honest man will earn his pay.
363,89.0,3.0,zuh,ba-an-zuh,root,3.0,The dishonest man stole silver; the honest man will earn his pay.
364,89.0,4.0,lu,lu₂,nsubj,6.0,The dishonest man stole silver; the honest man will earn his pay.
365,89.0,5.0,gin,gen₆-na,amod,4.0,The dishonest man stole silver; the honest man will earn his pay.
366,89.0,6.0,giŋ,giŋ₄,obj,6.0,The dishonest man stole silver; the honest man will earn his pay.
367,89.0,7.0,ak,mu-ni-in-ak-de₃,root,7.0,The dishonest man stole silver; the honest man will earn his pay.
368,90.0,1.0,gir,gir₅-ra,obj,2.0,They treated an immigrant badly.
369,90.0,2.0,hulu,in-na-an-hul-le-eš,root,2.0,They treated an immigrant badly.
370,91.0,1.0,engar,engar,nsubj:pass,5.0,What will the farmer with his vigilant eye do?
371,91.0,2.0,igi,igi,obl,1.0,What will the farmer with his vigilant eye do?
372,91.0,3.0,uru,uru₃-a,amod,2.0,What will the farmer with his vigilant eye do?
373,91.0,4.0,ana,a-na-am₃,advmod,5.0,What will the farmer with his vigilant eye do?
374,91.0,5.0,ak,ak-X,root,5.0,What will the farmer with his vigilant eye do?
375,92.0,1.0,ukur,ukur₃,nsubj,4.0,A poor man staring into the soup.
376,92.0,2.0,tu,tu₇-a,obj,4.0,A poor man staring into the soup.
377,92.0,3.0,igi,igi,compound:prt,4.0,A poor man staring into the soup.
378,92.0,4.0,bar,bar-ra,root,4.0,A poor man staring into the soup.
379,93.0,1.0,e,e₂,nsubj:pass,6.0,A house built by a righteous man is destroyed by a treacherous man.
380,93.0,2.0,lu,lu₂,obl:agent,4.0,A house built by a righteous man is destroyed by a treacherous man.
381,93.0,3.0,zid,zid-da,amod,2.0,A house built by a righteous man is destroyed by a treacherous man.
382,93.0,4.0,du,mu-un-du₃-a,acl,1.0,A house built by a righteous man is destroyed by a treacherous man.
383,93.0,5.0,lulul,lu₂-lul-la,obl:agent,6.0,A house built by a righteous man is destroyed by a treacherous man.
384,93.0,6.0,gul,mu-un-gul,root,6.0,A house built by a righteous man is destroyed by a treacherous man.
385,94.0,1.0,gug,{ninda}gug₂,csubj:pass,5.0,There is no baked cake in the middle of the dough.
386,94.0,2.0,du,du₈,amod,1.0,There is no baked cake in the middle of the dough.
387,94.0,3.0,šag,šag₄,obl,1.0,There is no baked cake in the middle of the dough.
388,94.0,4.0,niŋsilaŋ,niŋ₂-silaŋ-ŋa₂,obl:lmod,3.0,There is no baked cake in the middle of the dough.
389,94.0,5.0,me,in-nu-u₃,root,5.0,There is no baked cake in the middle of the dough.
390,95.0,1.0,gud,gud,obl,4.0,Furrows are pleasant to a threshing ox.
391,95.0,2.0,sur,sur₁₂-ra,amod,1.0,Furrows are pleasant to a threshing ox.
392,95.0,3.0,absin,ab-sin₂-bi,csubj:pass,4.0,Furrows are pleasant to a threshing ox.
393,95.0,4.0,sag,ab-sag₉-sag₉,root,4.0,Furrows are pleasant to a threshing ox.
394,96.0,1.0,gazinbu,ga-zi-in-bu,obl:lmod,3.0,Salted meat lying on a stake.
395,96.0,2.0,su,su,nsubj:pass,3.0,Salted meat lying on a stake.
396,96.0,3.0,la,la₂-a,root,3.0,Salted meat lying on a stake.
397,96.0,4.0,nud,nu₂-nu₂,advmod,3.0,Salted meat lying on a stake.
398,97.0,1.0,gun,gu₂-un,obj,4.0,He who carries a light burden can dance.
399,97.0,2.0,sig,sig,amod,1.0,He who carries a light burden can dance.
400,97.0,3.0,gu,gu₂,nsubj,5.0,He who carries a light burden can dance.
401,97.0,4.0,il,i₃-il₂-la,acl:relcl,3.0,He who carries a light burden can dance.
402,97.0,5.0,gud,i₃-gu₄-ud-gu₄-ud-dam,root,5.0,He who carries a light burden can dance.
403,98.0,1.0,lu,lu₂,nsubj,6.0,People whose houses have been lost turn to their storehouses.
404,98.0,2.0,e,e₂-a-ne-ne,acl:relcl,4.0,People whose houses have been lost turn to their storehouses.
405,98.0,3.0,ugu,u₂-gu,compound:prt,4.0,People whose houses have been lost turn to their storehouses.
406,98.0,4.0,de,de₂-a,advcl:relcl,2.0,People whose houses have been lost turn to their storehouses.
407,98.0,5.0,erim,erim₃-bi,obl:lmod,6.0,People whose houses have been lost turn to their storehouses.
408,98.0,6.0,gur,an-gur-ru-uš,root,6.0,People whose houses have been lost turn to their storehouses.
409,99.0,1.0,kiŋešŋešla,ki-ŋiš-ŋiš-la₂-a,obl:lmod,3.0,On the battlefield plants are torn out.
410,99.0,2.0,u,u₂,nsubj:pass,3.0,On the battlefield plants are torn out.
411,99.0,3.0,bur,bur₁₂-bur₁₂-re,root,3.0,On the battlefield plants are torn out.
412,100.0,1.0,gu,gu₇-u₃-de₃,csubj:pass,3.0,"To eat is good. When it comes up again, it is bad."
413,100.0,2.0,dug,al-dug₃,ccomp,1.0,"To eat is good. When it comes up again, it is bad."
414,100.0,3.0,gur,gur-ru-da-bi,csubj:pass,3.0,"To eat is good. When it comes up again, it is bad."
415,100.0,4.0,gig,al-gig,ccomp,3.0,"To eat is good. When it comes up again, it is bad."
416,101.0,1.0,ninkilim,{d}nin-kilim,nsubj,4.0,The mongoose does not know fear of god.
417,101.0,2.0,ni,ni₂,dobj,4.0,The mongoose does not know fear of god.
418,101.0,3.0,diŋir,diŋir-ra,pobj,2.0,The mongoose does not know fear of god.
419,101.0,4.0,zu,nu-zu,root,4.0,The mongoose does not know fear of god.
420,102.0,1.0,saŋ,saŋ,nsubj,3.0,A slave wafting smoke.
421,102.0,2.0,ibi,i-bi₂,dobj,3.0,A slave wafting smoke.
422,102.0,3.0,dug,dug₄-ga,root,3.0,A slave wafting smoke.
423,103.0,1.0,ninda,ninda-ni,obj,5.0,He wipes his bread on the pig.
424,103.0,2.0,šah,šah₂-ta,pobj,5.0,He wipes his bread on the pig.
425,103.0,3.0,šu,šu,nsubj,5.0,He wipes his bread on the pig.
426,103.0,4.0,ur,ur₃,advmod,5.0,He wipes his bread on the pig.
427,103.0,5.0,dug,am₃-me,root,5.0,He wipes his bread on the pig.
428,104.0,1.0,lugal,lugal,nsubj,5.0,May the king live in his favourite city.
429,104.0,2.0,iri,iri,dobj,5.0,May the king live in his favourite city.
430,104.0,3.0,šag,šag₄-ge,nsubj,2.0,May the king live in his favourite city.
431,104.0,4.0,pad,pad₃-da,relcl,3.0,May the king live in his favourite city.
432,104.0,5.0,til,he₂-til₃,root,5.0,May the king live in his favourite city.
433,105.0,1.0,me,me-zu,nsubj,2.0,Your role in life is unknown.
434,105.0,2.0,zu,nu-mu-zu,root,2.0,Your role in life is unknown.
435,106.0,1.0,gud,gud-ŋu₁₀,nsubj,3.0,Is my ox to provide milk for you?
436,106.0,2.0,ga,ga,dobj,3.0,Is my ox to provide milk for you?
437,106.0,3.0,de,mu-ra-ab-tum₂-tum₂-e,root,3.0,Is my ox to provide milk for you?
438,107.0,1.0,bizaza,bi-za-za-a,pobj,3.0,The voice of the frog is the glory of the marsh waters.
439,107.0,2.0,gu,gu₃,compound:prt,3.0,The voice of the frog is the glory of the marsh waters.
440,107.0,3.0,de,de₂-e,nsubj,3.0,The voice of the frog is the glory of the marsh waters.
441,107.0,4.0,aʾambar,a-ambar-ra-am,cop,4.0,The voice of the frog is the glory of the marsh waters.
442,107.0,5.0,mete,me-ta-bi-e,amod,4.0,The voice of the frog is the glory of the marsh waters.
443,108.0,1.0,dar,dar{mušen},pobj,3.0,The voice of the francolin is the glory of the fields.
444,108.0,2.0,gu,gu₃,compound:prt,3.0,The voice of the francolin is the glory of the fields.
445,108.0,3.0,de,de₂-e,nsubj,4.0,The voice of the francolin is the glory of the fields.
446,108.0,4.0,ašag,a-šag₄-ga,cop,3.0,The voice of the francolin is the glory of the fields.
447,108.0,5.0,mete,me-ta-bi-e,amod,4.0,The voice of the francolin is the glory of the fields.
448,109.0,1.0,kag,ka,pobj,2.0,What is in one's mouth is not in one's hand.
449,109.0,2.0,ŋal,i₃-ŋal₂,nsubj,2.0,What is in one's mouth is not in one's hand.
450,109.0,3.0,šu,šu,pobj,4.0,What is in one's mouth is not in one's hand.
451,109.0,4.0,ŋal,nu-ni-ŋal₂,cop,4.0,What is in one's mouth is not in one's hand.
452,110.0,1.0,urgir,ur-gir₁₅,conj,4.0,The dog is restrained yet you do not clean the well.
453,110.0,2.0,dab,dab₅-ba,amod,1.0,The dog is restrained yet you do not clean the well.
454,110.0,3.0,pu,pu₂,nsubj,4.0,The dog is restrained yet you do not clean the well.
455,110.0,4.0,zalag,nu-zalag-ge-en,root,4.0,The dog is restrained yet you do not clean the well.
456,111.0,1.0,urgir,uru-gur₄-e,nsubj,1.0,A fettered dog is quarrelsome.
457,111.0,2.0,ŋeššu,ŋiš-šu,compound:prt,3.0,A fettered dog is quarrelsome.
458,111.0,3.0,dab,dab₅-ba,amod,1.0,A fettered dog is quarrelsome.
459,111.0,4.0,gabal,ga-ba-al,compound:prt,5.0,A fettered dog is quarrelsome.
460,111.0,5.0,du,al-du₃-du₃,cop,5.0,A fettered dog is quarrelsome.
461,112.0,1.0,a,a,nsubj,1.0,The water provided for water libations was drunk.
462,112.0,2.0,pad,i₃-pad₃-de₃,advmod,1.0,The water provided for water libations was drunk.
463,112.0,3.0,dub,mu-dub,pobj,2.0,The water provided for water libations was drunk.
464,112.0,4.0,naŋ,ba-ni-ib₂-naŋ,cop,4.0,The water provided for water libations was drunk.
465,113.0,1.0,ki,ki,nsubj,5.0,Loving and comforting are vitality.
466,113.0,2.0,aŋ,aŋ₂,advmod,2.0,Loving and comforting are vitality.
467,113.0,3.0,mi,mi₂,nsubj,5.0,Loving and comforting are vitality.
468,113.0,4.0,dug,dug₄-ga,advmod,3.0,Loving and comforting are vitality.
469,113.0,5.0,zišagŋal,zi-šag₄-ŋal₂-la,cop,1.0,Loving and comforting are vitality.
470,114.0,1.0,urin,urin,nsubj,5.0,Let the standard that raises itself protect it like the heavens.
471,114.0,2.0,gal,gal,advmod,1.0,Let the standard that raises itself protect it like the heavens.
472,114.0,3.0,ni,ni₂,obj,5.0,Let the standard that raises itself protect it like the heavens.
473,114.0,4.0,zig,zig₃-ga,relcl,4.0,Let the standard that raises itself protect it like the heavens.
474,114.0,5.0,dul,he₂-en-dul,root,5.0,Let the standard that raises itself protect it like the heavens.
475,114.0,6.0,an,an-am₃,advmod,5.0,Let the standard that raises itself protect it like the heavens.
476,115.0,1.0,iri,iri{ki},pobj,3.0,"In the city with no dogs, the fox is boss."
477,115.0,2.0,urgir,ur-gir₁₅,pobj,1.0,"In the city with no dogs, the fox is boss."
478,115.0,3.0,me,nu-me-a,root,3.0,"In the city with no dogs, the fox is boss."
479,115.0,4.0,kaʾa,ka₅-a,nsubj,3.0,"In the city with no dogs, the fox is boss."
480,115.0,5.0,nubanda,nu-banda₃,xcomp,3.0,"In the city with no dogs, the fox is boss."
481,116.0,1.0,kaʾa,ka₅-a,obj,2.0,"He has not yet caught the fox, but he is making a neck-stock for it."
482,116.0,2.0,dab,nu-un-dab₅,advcl,4.0,"He has not yet caught the fox, but he is making a neck-stock for it."
483,116.0,3.0,azbal,{ŋeš}az-bal,obj,4.0,"He has not yet caught the fox, but he is making a neck-stock for it."
484,116.0,4.0,ak,al-ak-e,root,4.0,"He has not yet caught the fox, but he is making a neck-stock for it."
485,117.0,1.0,ŋeštug,ŋeštug,nsubj,1.0,A happy ear is a happy god.
486,117.0,2.0,hul,hul₂-la,xcomp,1.0,A happy ear is a happy god.
487,117.0,3.0,diŋir,diŋir,nsubj,3.0,A happy ear is a happy god.
488,117.0,4.0,hul,hul₂-la,xcomp,3.0,A happy ear is a happy god.
489,118.0,1.0,kaʾa,ka₅-a,nsubj,4.0,A dog which is played with turns into a puppy.
490,118.0,2.0,ur,ur₂,amod,1.0,A dog which is played with turns into a puppy.
491,118.0,3.0,kišig,{ŋeš}kiši₁₇-še₃,pobj,4.0,A dog which is played with turns into a puppy.
492,118.0,4.0,kur,in-kur₉-ma,root,4.0,A dog which is played with turns into a puppy.
493,119.0,1.0,urgir,ur-gir₁₅,nsubj,3.0,"When a dog snarls, throw a morsel into his mouth."
494,119.0,2.0,zu,zu₂,compound:prt,3.0,"When a dog snarls, throw a morsel into his mouth."
495,119.0,3.0,rah,ub-ra-ra,advcl,5.0,"When a dog snarls, throw a morsel into his mouth."
496,119.0,4.0,ninda,ninda,obj,5.0,"When a dog snarls, throw a morsel into his mouth."
497,119.0,5.0,pad,paₓ-ra₂,root,5.0,"When a dog snarls, throw a morsel into his mouth."
498,119.0,6.0,kag,ka-ga₁₄-ni-še₃,pobj,5.0,"When a dog snarls, throw a morsel into his mouth."
499,120.0,1.0,šah,šah₂,nsubj,4.0,A pig picks up morsels of bread.
500,120.0,2.0,ninda,ninda,dobj,4.0,A pig picks up morsels of bread.
501,120.0,3.0,pad,paₓ-ra₂,amod,2.0,A pig picks up morsels of bread.
502,120.0,4.0,il,i-ib₂-il₂-i,root,4.0,A pig picks up morsels of bread.
503,,,,,,,
504,,,,,,,
505,,,,,,,
506,,,,,,,
507,,,,,,,
508,,,,,,,
509,,,,,,,
510,,,,,,,
511,,,,,,,
512,,,,,,,
513,,,,,,,
514,,,,,,,
515,,,,,,,
516,,,,,,,
517,,,,,,,
518,,,,,,,
519,,,,,,,
520,,,,,,,
521,,,,,,,
522,,,,,,,
523,,,,,,,
524,,,,,,,
525,,,,,,,
526,,,,,,,
527,,,,,,,
528,,,,,,,
529,,,,,,,
530,,,,,,,
531,,,,,,,
532,,,,,,,
533,,,,,,,
534,,,,,,,
535,,,,,,,
536,,,,,,,
537,,,,,,,
538,,,,,,,
539,,,,,,,
540,,,,,,,
541,,,,,,,
542,,,,,,,
543,,,,,,,
544,,,,,,,
545,,,,,,,
546,,,,,,,
547,,,,,,,
548,,,,,,,
549,,,,,,,
550,,,,,,,
551,,,,,,,
552,,,,,,,
553,,,,,,,
554,,,,,,,
555,,,,,,,
556,,,,,,,
557,,,,,,,
558,,,,,,,
559,,,,,,,
560,,,,,,,
561,,,,,,,
562,,,,,,,
563,,,,,,,
564,,,,,,,
565,,,,,,,
566,,,,,,,
567,,,,,,,
568,,,,,,,
569,,,,,,,
570,,,,,,,
571,,,,,,,
572,,,,,,,
573,,,,,,,
574,,,,,,,
575,,,,,,,
576,,,,,,,
577,,,,,,,
578,,,,,,,
579,,,,,,,
580,,,,,,,
581,,,,,,,
582,,,,,,,
583,,,,,,,
584,,,,,,,
585,,,,,,,
586,,,,,,,
587,,,,,,,
588,,,,,,,
589,,,,,,,
590,,,,,,,
591,,,,,,,
592,,,,,,,
593,,,,,,,
594,,,,,,,
595,,,,,,,
596,,,,,,,
597,,,,,,,
598,,,,,,,
599,,,,,,,
600,,,,,,,
601,,,,,,,
602,,,,,,,
603,,,,,,,
604,,,,,,,
605,,,,,,,
606,,,,,,,
607,,,,,,,
608,,,,,,,
609,,,,,,,
610,,,,,,,
611,,,,,,,
612,,,,,,,
613,,,,,,,
614,,,,,,,
615,,,,,,,
616,,,,,,,
617,,,,,,,
618,,,,,,,
619,,,,,,,
620,,,,,,,
621,,,,,,,
622,,,,,,,
623,,,,,,,
624,,,,,,,
625,,,,,,,
626,,,,,,,
627,,,,,,,
628,,,,,,,
629,,,,,,,
630,,,,,,,
631,,,,,,,
632,,,,,,,
633,,,,,,,
634,,,,,,,
635,,,,,,,
636,,,,,,,
637,,,,,,,
638,,,,,,,
639,,,,,,,
640,,,,,,,
641,,,,,,,
642,,,,,,,
643,,,,,,,
644,,,,,,,
645,,,,,,,
646,,,,,,,
647,,,,,,,
648,,,,,,,
649,,,,,,,
650,,,,,,,
651,,,,,,,
652,,,,,,,
653,,,,,,,
654,,,,,,,
655,,,,,,,
656,,,,,,,
657,,,,,,,
658,,,,,,,
659,,,,,,,
660,,,,,,,
661,,,,,,,
662,,,,,,,
663,,,,,,,
664,,,,,,,
665,,,,,,,
666,,,,,,,
667,,,,,,,
668,,,,,,,
669,,,,,,,
670,,,,,,,
671,,,,,,,
672,,,,,,,
673,,,,,,,
674,,,,,,,
675,,,,,,,
676,,,,,,,
677,,,,,,,
678,,,,,,,
679,,,,,,,
680,,,,,,,
681,,,,,,,
682,,,,,,,
683,,,,,,,
684,,,,,,,
685,,,,,,,
686,,,,,,,
687,,,,,,,
688,,,,,,,
689,,,,,,,
690,,,,,,,
691,,,,,,,
692,,,,,,,
693,,,,,,,
694,,,,,,,
695,,,,,,,
696,,,,,,,
697,,,,,,,
698,,,,,,,
699,,,,,,,
700,,,,,,,
701,,,,,,,
702,,,,,,,
703,,,,,,,
704,,,,,,,
705,,,,,,,
706,,,,,,,
707,,,,,,,
708,,,,,,,
709,,,,,,,
710,,,,,,,
711,,,,,,,
712,,,,,,,
713,,,,,,,
714,,,,,,,
715,,,,,,,
716,,,,,,,
717,,,,,,,
718,,,,,,,
719,,,,,,,
720,,,,,,,
721,,,,,,,
722,,,,,,,
723,,,,,,,
724,,,,,,,
725,,,,,,,
726,,,,,,,
727,,,,,,,
728,,,,,,,
729,,,,,,,
730,,,,,,,
731,,,,,,,
732,,,,,,,
733,,,,,,,
734,,,,,,,
735,,,,,,,
736,,,,,,,
737,,,,,,,
738,,,,,,,
739,,,,,,,
740,,,,,,,
741,,,,,,,
742,,,,,,,
743,,,,,,,
744,,,,,,,
745,,,,,,,
746,,,,,,,
747,,,,,,,
748,,,,,,,
749,,,,,,,
750,,,,,,,
751,,,,,,,
752,,,,,,,
753,,,,,,,
754,,,,,,,
755,,,,,,,
756,,,,,,,
757,,,,,,,
758,,,,,,,
759,,,,,,,
760,,,,,,,
761,,,,,,,
762,,,,,,,
763,,,,,,,
764,,,,,,,
765,,,,,,,
766,,,,,,,
767,,,,,,,
768,,,,,,,
769,,,,,,,
770,,,,,,,
771,,,,,,,
772,,,,,,,
773,,,,,,,
774,,,,,,,
775,,,,,,,
776,,,,,,,
777,,,,,,,
778,,,,,,,
779,,,,,,,
780,,,,,,,
781,,,,,,,
782,,,,,,,
783,,,,,,,
784,,,,,,,
785,,,,,,,
786,,,,,,,
787,,,,,,,
788,,,,,,,
789,,,,,,,
790,,,,,,,
791,,,,,,,
792,,,,,,,
793,,,,,,,
794,,,,,,,
795,,,,,,,
796,,,,,,,
797,,,,,,,
798,,,,,,,
799,,,,,,,
800,,,,,,,
801,,,,,,,
802,,,,,,,
803,,,,,,,
804,,,,,,,
805,,,,,,,
806,,,,,,,
807,,,,,,,
808,,,,,,,
809,,,,,,,
810,,,,,,,
811,,,,,,,
812,,,,,,,
813,,,,,,,
814,,,,,,,
815,,,,,,,
816,,,,,,,
817,,,,,,,
818,,,,,,,
819,,,,,,,
820,,,,,,,
821,,,,,,,
822,,,,,,,
823,,,,,,,
824,,,,,,,
825,,,,,,,
826,,,,,,,
827,,,,,,,
828,,,,,,,
829,,,,,,,
830,,,,,,,
831,,,,,,,
832,,,,,,,
833,,,,,,,
834,,,,,,,
835,,,,,,,
836,,,,,,,
837,,,,,,,
838,,,,,,,
839,,,,,,,
840,,,,,,,
841,,,,,,,
842,,,,,,,
843,,,,,,,
844,,,,,,,
845,,,,,,,
846,,,,,,,
847,,,,,,,
848,,,,,,,
849,,,,,,,
850,,,,,,,
851,,,,,,,
852,,,,,,,
853,,,,,,,
854,,,,,,,
855,,,,,,,
856,,,,,,,
857,,,,,,,
858,,,,,,,
859,,,,,,,
860,,,,,,,
861,,,,,,,
862,,,,,,,
863,,,,,,,
864,,,,,,,
865,,,,,,,
866,,,,,,,
867,,,,,,,
868,,,,,,,
869,,,,,,,
870,,,,,,,
871,,,,,,,
872,,,,,,,
873,,,,,,,
874,,,,,,,
875,,,,,,,
876,,,,,,,
877,,,,,,,
878,,,,,,,
879,,,,,,,
880,,,,,,,
881,,,,,,,
882,,,,,,,
883,,,,,,,
884,,,,,,,
885,,,,,,,
886,,,,,,,
887,,,,,,,
888,,,,,,,
889,,,,,,,
890,,,,,,,
891,,,,,,,
892,,,,,,,
893,,,,,,,
894,,,,,,,
895,,,,,,,
896,,,,,,,
897,,,,,,,
898,,,,,,,
899,,,,,,,
900,,,,,,,
901,,,,,,,
902,,,,,,,
903,,,,,,,
904,,,,,,,
905,,,,,,,
906,,,,,,,
907,,,,,,,
908,,,,,,,
909,,,,,,,
910,,,,,,,
911,,,,,,,
912,,,,,,,
913,,,,,,,
914,,,,,,,
915,,,,,,,
916,,,,,,,
917,,,,,,,
918,,,,,,,
919,,,,,,,
920,,,,,,,
921,,,,,,,
922,,,,,,,
923,,,,,,,
924,,,,,,,
925,,,,,,,
926,,,,,,,
927,,,,,,,
928,,,,,,,
929,,,,,,,
930,,,,,,,
931,,,,,,,
932,,,,,,,
933,,,,,,,
934,,,,,,,
935,,,,,,,
936,,,,,,,
937,,,,,,,
938,,,,,,,
939,,,,,,,
940,,,,,,,
941,,,,,,,
942,,,,,,,
943,,,,,,,
944,,,,,,,
945,,,,,,,
946,,,,,,,
947,,,,,,,
948,,,,,,,
949,,,,,,,
950,,,,,,,
951,,,,,,,
952,,,,,,,
953,,,,,,,
954,,,,,,,
955,,,,,,,
956,,,,,,,
957,,,,,,,
958,,,,,,,
959,,,,,,,
960,,,,,,,
961,,,,,,,
962,,,,,,,
963,,,,,,,
964,,,,,,,
965,,,,,,,
966,,,,,,,
967,,,,,,,
968,,,,,,,
969,,,,,,,
970,,,,,,,
971,,,,,,,
972,,,,,,,
973,,,,,,,
974,,,,,,,
975,,,,,,,
976,,,,,,,
977,,,,,,,
978,,,,,,,
979,,,,,,,
980,,,,,,,
981,,,,,,,
982,,,,,,,
983,,,,,,,
984,,,,,,,
985,,,,,,,
986,,,,,,,
987,,,,,,,
988,,,,,,,
989,,,,,,,
990,,,,,,,
991,,,,,,,
992,,,,,,,
993,,,,,,,
994,,,,,,,
995,,,,,,,
996,,,,,,,
997,,,,,,,
998,,,,,,,
999,,,,,,,
1000,,,,,,,
1001,,,,,,,
1002,,,,,,,
1003,,,,,,,
1004,,,,,,,
1005,,,,,,,
1006,,,,,,,
1007,,,,,,,
1008,,,,,,,
1009,,,,,,,
1010,,,,,,,
1011,,,,,,,
1012,,,,,,,
1013,,,,,,,
1014,,,,,,,
1015,,,,,,,
1016,,,,,,,
1017,,,,,,,
1018,,,,,,,
1019,,,,,,,
1020,,,,,,,
1021,,,,,,,
1022,,,,,,,
1023,,,,,,,
1024,,,,,,,
1025,,,,,,,
1026,,,,,,,
1027,,,,,,,
1028,,,,,,,
1029,,,,,,,
1030,,,,,,,
